"","Prime1.RESP.Trial.","Prime2.RESP.Trial.","Prime3.RESP.Trial.","Prime4.RESP.Trial.","Prime5.RESP.Trial.","Prime6.RESP.Trial.","Prime7.RESP.Trial.","Prime8.RESP.Trial.","Prime9.RESP.Trial.","Prime10.RESP.Trial.","Prime11.RESP.Trial.","Prime12.RESP.Trial.","Prime13.RESP.Trial.","Prime14.RESP.Trial.","Prime15.RESP.Trial.","Prime16.RESP.Trial.","Prime17.RESP.Trial.","Prime18.RESP.Trial.","Prime1.RT.Trial.","Prime2.RT.Trial.","Prime3.RT.Trial.","Prime4.RT.Trial.","Prime5.RT.Trial.","Prime6.RT.Trial.","Prime7.RT.Trial.","Prime8.RT.Trial.","Prime9.RT.Trial.","Prime10.RT.Trial.","Prime11.RT.Trial.","Prime12.RT.Trial.","Prime13.RT.Trial.","Prime14.RT.Trial.","Prime15.RT.Trial.","Prime16.RT.Trial.","Prime17.RT.Trial.","Prime18.RT.Trial."
"1",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"3",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"4",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"6",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"10",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"13",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"15",0,0,"0","0","0","0",0,"{SPACE}",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
"16",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"19",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"20",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"21",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"23",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,"0","0","0","{SPACE}",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"27",0,0,"0","0","0","0",0,"{SPACE}",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
"28",0,0,"0","0","0","{SPACE}",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"30",0,0,"0","{SPACE}","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"32",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"33",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"34",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"35",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"37",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"39",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"40",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"43",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"48",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"50",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"51",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"52",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"56",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"57",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",0,0,"0","0","{SPACE}","{SPACE}",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,47,27,0,0,0,0,0,0,0,0,0,0,0,0
"59",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"60",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",0,0,"0","0","0","0",0,"{SPACE}",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
"65",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"67",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",0,0,"0","0","{SPACE}","0",0,"{SPACE}",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,14,0,0,77,0,0,0,0,0,0,0,0,0,0
"69",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"70",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",0,0,"0","{SPACE}","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"74",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"77",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"78",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"80",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"82",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"83",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"84",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"86",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"87",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"91",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",0,0,"0","0","{SPACE}","0",0,"{SPACE}",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,47,0,0,77,0,0,0,0,0,0,0,0,0,0
"97",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"98",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"99",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"101",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"103",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"105",0,0,"0","{SPACE}","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"109",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"110",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"{SPACE}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"112",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",0,0,"0","0","0","0",0,"{SPACE}",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
"116",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",0,0,"0","0","0","0",0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
