ExperimentName,Subject,Session,Procedure[Block],Trial,Directed,I_NMG_ZScorePrime,I_NMG_ZscoreTarget,I_ZScorePrime,I_ZScoreTarget,ItemNumber,LogHalPrime,LogHalTarget,LogP,MeanLDTZ,MeanLength,MeanLogF,MeanNMGZ,PathLength,Prime[Trial],PrimeResponse.RESP[Trial],PrimeResponse.RT[Trial],Stimuli2,Target[Trial],TargetResponse.RESP[Trial],TargetResponse.RT[Trial],Undirected,PrimeAccuracy,TargetAccuracy,RTRecognisePrime,TRecogniseTarget
NetworksDemasking,38,1,S2,213,4,-0.38,-0.687,-0.609,-0.359,C1,8.341,6.965,17.188294,-0.484,7,7.653,-0.5335,3,D E P R E S S E D,DEPRESSED{SPACE},2282,1,A D O R E,ADORE{SPACE},1226,3,1,1,1826,1727
NetworksDemasking,38,1,S2,60,5,0.14,-0.573,-0.068,-0.369,C2,10.471,9.112,25.121942,-0.2185,9,9.7915,-0.2165,3,I N S T R U C T I O N,INSTRUCTION{SPACE},2640,2,A D V I S E,ADVISE{SPACE},2279,2,1,1,3279,2720
NetworksDemasking,38,1,S2,97,2,-0.208,-0.313,-0.299,-0.582,C3,8.993,12.059,6.827924,-0.4405,7,10.526,-0.2605,4,O F F E N S E,OFFENSE{SPACE},2629,3,A G A I N S T,AGAINST{SPACE},1576,2,1,1,2188,1727
NetworksDemasking,38,1,S2,80,2,-0.152,-0.482,-0.287,-0.417,C4,7.013,7.961,8.897509,-0.352,9,7.487,-0.317,4,T Y P E W R I T E R,TYPEWRITER{SPACE},1978,4,A L P H A B E T,ALPHABET{SPACE},2419,2,1,1,1812,1870
NetworksDemasking,38,1,S2,26,5,-0.403,-0.414,-0.671,-0.181,C5,11.715,9.095,23.644901,-0.426,4,10.405,-0.4085,2,S O U N D,SOUND{SPACE},1826,5,A M P,AMP{SPACE},1252,1,1,1,3183,2250
NetworksDemasking,38,1,S2,154,4,-0.467,-0.275,-0.653,-0.648,C6,9.465,8.595,18.352422,-0.6505,6.5,9.03,-0.371,4,P H R A S E,PHRASE{SPACE},2258,6,A N A L Y Z E,ANALYZE{SPACE},2633,3,1,1,2202,1673
NetworksDemasking,38,1,S2,41,5,-0.724,-0.291,-0.811,-0.613,C7,10.399,9.266,20.271021,-0.712,5,9.8325,-0.5075,15,H E A V Y,HEAVE{SPACE},9949,7,A N G L E,ANGLE{SPACE},1754,3,0,1,1571,2215
NetworksDemasking,38,1,S2,208,3,-0.306,-0.546,-0.378,-0.812,C8,6.925,9.506,12.637916,-0.595,5.5,8.2155,-0.426,4,A P A T H Y,APATHY{SPACE},2725,8,A N G R Y,ANGRY{SPACE},1099,2,1,1,1488,1224
NetworksDemasking,38,1,S2,38,3,-0.691,0.551,-0.812,0.767,C9,9.518,5.704,10.090489,-0.0225,8,7.611,-0.07,6,K I L L E R,KILLER{SPACE},1422,9,A N N I H I L A T E,ANNIHILATE{SPACE},2535,3,1,1,2193,3837
NetworksDemasking,38,1,S2,143,4,-0.163,-0.178,-0.037,-0.586,C10,6.006,7.888,16.652638,-0.3115,6.5,6.947,-0.1705,4,B E A K E R,BEAKER{SPACE},1873,10,A N X I E T Y,ANXIETY{SPACE},2508,3,1,1,2115,1863
NetworksDemasking,38,1,S2,239,3,-0.162,-0.358,0.198,-0.492,C11,4.942,9.948,12.786301,-0.147,8.5,7.445,-0.26,3,B A L L E R I N A,BALLERINA{SPACE},1961,11,A U D I E N C E,AUDIENCE{SPACE},1931,3,1,1,1706,1594
NetworksDemasking,38,1,S2,12,3,-0.515,-0.22,-0.676,-0.383,C12,10.161,8.024,12.783101,-0.5295,6.5,9.0925,-0.3675,2,M A P,MAP{SPACE},1121,12,A U T O M O B I L E,AUTOMOBILE{SPACE},6773,2,1,1,1365,2754
NetworksDemasking,38,1,S2,219,5,-0.359,-0.57,-0.307,-0.47,C13,8.763,8.956,23.460178,-0.3885,7,8.8595,-0.4645,3,V A G U E,VAGUE{SPACE},1909,13,A W A R E N E S S,AWARENESS{SPACE},2699,3,1,1,1222,1725
NetworksDemasking,38,1,S2,64,3,-0.736,-0.642,-0.614,-0.639,C14,11.62,11.942,10.892725,-0.6265,4,11.781,-0.689,2,W O M E N,WOMEN{SPACE},1445,14,B A D,BAD{SPACE},751,2,1,1,2091,1300
NetworksDemasking,38,1,S2,217,4,-0.399,-0.593,-0.31,-0.377,C15,5.481,7.835,15.510172,-0.3435,4,6.658,-0.496,4,T W I G,TWIG{SPACE},2678,15,B A K E,BAKE{SPACE},1957,3,1,1,1343,1053
NetworksDemasking,38,1,S2,200,3,-0.165,-0.316,-0.48,-0.067,C16,8.996,5.802,15.894155,-0.2735,7,7.399,-0.2405,1,S C R A T C H,SCRATCH{SPACE},2661,16,B A N D A G E,BANDAGE{SPACE},4449,2,1,1,1683,1734
NetworksDemasking,38,1,S2,191,4,-0.1,-0.631,-0.21,-0.499,C17,5.204,7.8,19.608969,-0.3545,4.5,6.502,-0.3655,2,S C O L D,SCOLD{SPACE},1345,17,B A R K,BARK{SPACE},1937,2,1,1,2467,1632
NetworksDemasking,38,1,S2,87,2,-0.472,-0.518,-0.067,-0.685,C18,9.887,10.221,10.027768,-0.376,7.5,10.054,-0.495,2,E L E C T R I C,ELECTRIC{SPACE},5912,18,B A T T E R Y,BATTERY{SPACE},2780,2,1,1,2726,2161
NetworksDemasking,38,1,S2,5,4,-0.107,-0.426,0.272,-0.605,C19,7.023,8.062,19.401746,-0.1665,7,7.5425,-0.2665,15,L A B Y R I N T H,LABRYNTH{SPACE},11430,19,B E A R D,BEARD{SPACE},2292,3,1,1,2456,2752
NetworksDemasking,38,1,S2,23,2,-0.295,-0.532,-0.714,-0.372,C20,9.222,10.353,11.85331,-0.543,7.5,9.7875,-0.4135,4,J U N I O R,JUNIOR{SPACE},2432,20,B E A U T I F U L,BEAUTIFUL{SPACE},4872,2,1,1,2782,2858
NetworksDemasking,38,1,S2,31,4,-0.464,-0.491,-0.534,-0.707,C21,9.06,9.45,15.855025,-0.6205,7.5,9.255,-0.4775,4,G A T H E R I N G,GATHERING{SPACE},2262,21,B E A U T Y,BEAUTY{SPACE},1791,3,1,1,2270,1967
NetworksDemasking,38,1,S2,109,4,-0.378,-0.48,-0.469,-0.308,C22,10.766,10.686,16.735491,-0.3885,8.5,10.726,-0.429,15,E N G I N E E R,ENGINEER{SPACE},1630,22,B E G I N N I N G,BEGINNING{SPACE},4748,3,1,1,1692,2109
NetworksDemasking,38,1,S2,207,1,-0.504,-0.52,-0.687,-0.799,C23,10.782,12.8,5.634206,-0.743,5,11.791,-0.512,1,E X I S T,EXIST{SPACE},1442,23,B E I N G,BEING{SPACE},1278,1,1,1,2167,1584
NetworksDemasking,38,1,S2,2,4,-0.756,-0.569,-0.739,-0.456,C24,10.042,7.262,18.528217,-0.5975,5.5,8.652,-0.6625,2,P O P,{CAPSLOCK}POP{SPACE},3903,24,B E V E R A G E,BEVERAGE{SPACE},3653,2,1,1,1749,3405
NetworksDemasking,38,1,S2,146,3,-0.274,-0.491,-0.234,-0.769,C25,7.568,9.581,14.165587,-0.5015,5,8.5745,-0.3825,6,V I V I D,VIVID{SPACE},1927,25,B I R D S,BIRDS{SPACE},1574,3,1,1,3261,2088
NetworksDemasking,38,1,S2,51,4,-0.394,-0.653,-0.377,-0.414,C26,5.694,7.43,18.582524,-0.3955,6,6.562,-0.5235,6,F R I G I D,FRIGID{SPACE},1896,26,B L O U S E,BLOUSE{SPACE},1877,3,1,1,2086,2154
NetworksDemasking,38,1,S2,198,3,-0.52,-0.85,-0.521,-0.681,C27,7.198,9.736,13.158164,-0.601,5.5,8.467,-0.685,15,C A R R O T S,CARROTS{SPACE},1888,27,B L O W,BLOW{SPACE},1995,3,1,1,1814,1826
NetworksDemasking,38,1,S2,215,6,-0.282,-0.429,-0.418,-0.306,C28,9.553,4.942,24.723862,-0.362,6,7.2475,-0.3555,3,Y O U T H,YOUTH{SPACE},1365,28,B L U B B E R,BLUBBER{SPACE},1575,3,1,1,1304,1873
NetworksDemasking,38,1,S2,10,3,0.64,0.231,0.665,-0.165,C29,4.564,6.789,8.875375,0.25,7.5,5.6765,0.4355,3,B O U I L L O N,BOUILLON{SPACE},8530,29,B O L O G N A,BOLOGNA{SPACE},2939,2,1,1,5980,1994
NetworksDemasking,38,1,S2,117,4,-0.403,-0.569,-0.29,-0.707,C30,8.515,8.857,17.743645,-0.4985,5.5,8.686,-0.486,4,R E G R E T,REGRET{SPACE},1807,30,B O R E D,BORED{SPACE},1024,2,1,1,2097,1467
NetworksDemasking,38,1,S2,209,2,-0.304,-0.718,-0.204,-0.596,C31,6.809,9.833,10.00741,-0.4,4.5,8.321,-0.511,4,S I P,SIP{SPACE},1837,31,B O T T L E,BOTTLE{SPACE},1415,2,1,1,1263,1670
NetworksDemasking,38,1,S2,167,5,-0.372,0.222,-0.255,0.258,C32,8.509,7.831,22.687647,0.0015,9.5,8.17,-0.075,15,P R O F E S S I O N,PROFESSION{SPACE},1868,32,B O U L E V A R D,BOULEVARD{SPACE},2444,4,1,1,1728,1835
NetworksDemasking,38,1,S2,211,5,-0.372,-0.648,-0.416,-0.454,C33,7.63,8.725,24.386332,-0.435,6,8.1775,-0.51,6,S U N R I S E,SUNRISE{SPACE},1981,33,B R A K E,BRAKE{SPACE},1421,3,1,1,1677,1578
NetworksDemasking,38,1,S2,152,5,-0.638,-0.719,-0.476,-0.591,C34,7.855,7.484,21.93491,-0.5335,4.5,7.6695,-0.6785,1,L U M P,LUMP{SPACE},1422,34,B U M P S,BU{SPACE},2635,2,1,0,1300,2945
NetworksDemasking,38,1,S2,95,4,-0.333,-0.788,-0.379,-0.588,C35,9.049,10.319,19.366216,-0.4835,5.5,9.684,-0.5605,15,S O C K E T,SOCKET{SPACE},1676,35,B U N C H,BUNCH{SPACE},1605,3,1,1,1847,2302
NetworksDemasking,38,1,S2,243,2,-0.158,-0.246,-0.629,-0.282,C36,8.905,6.491,6.163039,-0.4555,6.5,7.698,-0.202,1,S T O L E N,STOLEN{SPACE},1565,36,B U R G L A R,BURGLAR{SPACE},5933,2,1,1,1431,2128
NetworksDemasking,38,1,S2,231,5,-0.656,-0.329,-0.637,-0.379,C37,6.787,10.089,24.507042,-0.508,7,8.438,-0.4925,6,R O B B E R,ROBBER{SPACE},1166,37,C A M P A I G N,CAMPAIGN{SPACE},3480,3,1,1,1383,1074
NetworksDemasking,38,1,S2,122,3,-0.018,-0.505,-0.306,-0.774,C38,7.004,9.81,16.561292,-0.54,6,8.407,-0.2615,6,B U R I A L,BURIAL{SPACE},1710,38,C A N C E R,CANCER{SPACE},1158,2,1,1,1662,1391
NetworksDemasking,38,1,S2,24,5,-0.564,-0.058,-0.594,-0.387,C39,12.067,7.851,22.598349,-0.4905,6,9.959,-0.311,3,D O N E,DONE{SPACE},1464,39,C A R R I A G E,CARRIAGE{SPACE},1653,3,1,1,1391,3742
NetworksDemasking,38,1,S2,194,4,-0.377,-0.478,-0.687,-0.426,C40,14.301,8.378,20.708267,-0.5565,5,11.3395,-0.4275,15,C A N,CAN{SPACE},976,40,C A U T I O N,CAUTION{SPACE},2009,3,1,1,1699,1393
NetworksDemasking,38,1,S2,11,3,0.187,0.186,0.077,-0.141,C41,6.075,7.281,15.688995,-0.032,5,6.678,0.1865,2,B U G L E,BUGLE{SPACE},1534,41,C E L L O,CELLO{SPACE},1248,2,1,1,2210,1987
NetworksDemasking,38,1,S2,233,3,-0.45,-0.193,-0.61,-0.585,C42,9.319,9.637,15.159147,-0.5975,8,9.478,-0.3215,2,A C C I D E N T,ACCIDENT{SPACE},1550,42,C H E M I C A L,CHEMICAL{SPACE},1761,3,1,1,1059,1631
NetworksDemasking,38,1,S2,32,Inf,-0.141,-0.402,-0.687,-0.464,C43,6.56,7.384,Inf,-0.5755,5.5,6.972,-0.2715,6,S N A T C H,SNATCH{SPACE},3924,43,C L A M P,CLAMP{SPACE},1636,2,1,1,2756,3666
NetworksDemasking,38,1,S2,177,4,-0.549,-0.371,-0.616,-0.542,C44,9.052,8.661,23.193363,-0.579,5.5,8.8565,-0.46,6,H U N G,HUNG{SPACE},859,44,C L A R I F Y,CLARIFY{SPACE},3649,3,1,1,1594,2076
NetworksDemasking,38,1,S2,63,4,0.024,-0.597,-0.342,-0.665,C45,7.669,9.339,17.963776,-0.5035,7.5,8.504,-0.2865,6,D I S G U I S E,DISGUISE{SPACE},2629,45,C L O S I N G,CLOSING{SPACE},1492,3,1,1,2705,2186
NetworksDemasking,38,1,S2,127,1,-0.289,-0.665,-0.527,-0.87,C46,8.185,10.459,0.450313,-0.6985,4.5,9.322,-0.477,1,C H I L L,CHILL{SPACE},1284,46,C O L D,COLD{SPACE},1027,1,1,1,2724,1797
NetworksDemasking,38,1,S2,113,6,-0.532,-0.275,-0.544,-0.575,C47,9.036,8.694,22.731208,-0.5595,7,8.865,-0.4035,4,A W E S O M E,AWESOME{SPACE},1222,47,C O M P A C T,COMPACT{SPACE},1188,3,1,1,1593,1708
NetworksDemasking,38,1,S2,91,3,-0.723,0,-0.311,-0.242,C48,6.69,8.945,14.139902,-0.2765,6,7.8175,-0.3615,6,N A G,NAG{SPACE},705,48,C O M P A N I O N,COMPANION{SPACE},1753,3,1,1,1254,2377
NetworksDemasking,38,1,S2,188,4,-0.387,-0.494,-0.455,-0.405,C49,8.734,7.962,17.710654,-0.43,5.5,8.348,-0.4405,1,S T I F F,STIFF{SPACE},1307,49,C O N D O M,CONDOM{SPACE},1491,3,1,1,1711,2169
NetworksDemasking,38,1,S2,134,3,-0.565,-0.795,-0.574,-0.82,C50,7.191,7.991,14.815187,-0.697,5,7.591,-0.68,3,T I L E,TILE{SPACE},1235,50,C O O K I E,COOKIE{SPACE},1451,3,1,1,2652,2209
NetworksDemasking,38,1,S2,218,1,-0.44,-0.412,-0.695,-0.508,C51,8.778,6.588,4.827819,-0.6015,5.5,7.683,-0.426,1,C O M F O R T,COMFORT{SPACE},2223,51,C O Z Y,COZY{SPACE},1705,1,1,1,1096,1144
NetworksDemasking,38,1,S2,81,4,0.106,-0.41,-0.439,-0.568,C52,8.676,8.049,16.976928,-0.5035,6.5,8.3625,-0.152,6,C O N C L U D E,CONCLUDE{SPACE},2509,52,C R A W L,CRAWL{SPACE},1695,3,1,1,1713,1483
NetworksDemasking,38,1,S2,166,2,-0.47,-0.542,-0.507,-0.48,C53,8.487,7.692,9.95456,-0.4935,4.5,8.0895,-0.506,1,M I L L,MILL{SPACE},921,53,C R O P S,CROPS{SPACE},1353,2,1,1,1975,1587
NetworksDemasking,38,1,S2,193,3,-0.258,-0.404,-0.147,-0.608,C54,6.211,8.552,12.126328,-0.3775,5.5,7.3815,-0.331,4,M A G G O T,MAGGOT{SPACE},1264,54,C R U E L,CRUEL{SPACE},1457,3,1,1,1685,1733
NetworksDemasking,38,1,S2,202,6,-0.556,-0.259,-0.271,-0.458,C55,7.245,6.796,17.986523,-0.3645,6.5,7.0205,-0.4075,4,A T T I C,ATTIC{SPACE},1339,55,C U R T A I N S,CURTAINS{SPACE},1929,2,1,1,2277,1595
NetworksDemasking,38,1,S2,59,3,-0.679,-0.609,-0.638,-0.628,C56,7.894,10.659,15.438806,-0.633,5,9.2765,-0.644,2,B U M P,BUMP{SPACE},1704,56,D A M A G E,DAMAGE{SPACE},2192,2,1,1,1673,1763
NetworksDemasking,38,1,S2,187,1,-0.561,-0.213,-0.426,-0.577,C57,9.625,8.853,4.311586,-0.5015,4.5,9.239,-0.387,1,E R A,ERA{SPACE},595,57,D E C A D E,DECADE{SPACE},1835,1,1,1,1412,1659
NetworksDemasking,38,1,S2,126,5,-0.463,-0.596,-0.241,-0.452,C58,8.286,7.308,23.742752,-0.3465,5.5,7.797,-0.5295,4,C L O A K,CLOAK{SPACE},4850,58,D E P A R T,DEPART{SPACE},1808,4,1,1,1706,1978
NetworksDemasking,38,1,S2,53,3,-0.49,-0.679,-0.501,-0.542,C59,6.933,9.442,13.652087,-0.5215,5.5,8.1875,-0.5845,15,T H I R S T,THIRST{SPACE},1696,59,D E P T H,DEPTH{SPACE},1718,2,1,1,1635,1759
NetworksDemasking,38,1,S2,185,5,-0.622,0.448,-0.792,0.208,C60,11.126,6.333,23.034111,-0.292,7,8.7295,-0.087,3,D I E,DIE{SPACE},1280,60,D E T E R I O R A T E,DETERIORATE{SPACE},4894,1,1,1,2330,2413
NetworksDemasking,38,1,S2,131,3,-0.175,-0.534,-0.044,-0.554,C61,8.198,9.814,16.026166,-0.299,7,9.006,-0.3545,2,G R A N I T E,GRANITE{SPACE},2125,61,D I A M O N D,DIAMOND{SPACE},2374,2,1,1,2234,1743
NetworksDemasking,38,1,S2,78,3,-0.79,-0.525,-0.548,-0.508,C62,7.094,9.428,15.813186,-0.528,3.5,8.261,-0.6575,4,R I B,RIB{SPACE},1187,62,D I E T,DIET{SPACE},1186,2,1,1,1777,1404
NetworksDemasking,38,1,S2,136,5,-0.471,-0.549,-0.523,-0.629,C63,8.222,9.097,18.207005,-0.576,3.5,8.6595,-0.51,15,H I V E,HIVE{SPACE},974,63,D I G,DIG{SPACE},1353,4,1,1,1879,3206
NetworksDemasking,38,1,S2,121,5,-0.319,-0.305,-0.187,-0.376,C64,7.19,6.385,18.468628,-0.2815,8,6.7875,-0.312,2,G O U R M E T,GOURMET{SPACE},1769,64,D I G E S T I O N,DIGESTION{SPACE},2188,2,1,1,1718,2188
NetworksDemasking,38,1,S2,119,3,-0.601,-0.37,-0.785,-0.283,C65,11.454,8.113,13.030073,-0.534,5,9.7835,-0.4855,3,C L A S S,CLASS{SPACE},1026,65,D I G I T,DIGIT{SPACE},1596,2,1,1,1848,1595
NetworksDemasking,38,1,S2,30,5,-0.27,-0.457,-0.139,-0.232,C66,7.433,8.447,22.478401,-0.1855,7,7.94,-0.3635,2,T Y P H O O N,TYPHOON{SPACE},1615,66,D I L E M M A,DILEMMA{SPACE},1801,3,1,1,2249,1791
NetworksDemasking,38,1,S2,199,5,NA,-0.161,NA,-0.343,C67,NA,9.383,22.48835,-0.343,10,9.383,-0.161,6,C R A Y O L A,CRAYOLA{SPACE},2945,67,D I R E C T I O N S,DIRECTIONS{SPACE},2338,4,1,1,2116,2200
NetworksDemasking,38,1,S2,180,5,-0.463,-0.346,-0.433,0.096,C68,8.948,6.882,26.941342,-0.1685,10,7.915,-0.4045,2,D E P R E S S I O N,DEPRESSION{SPACE},2002,68,D I S A P P O I N T,DISAPPOINT{SPACE},3351,2,1,1,1734,2309
NetworksDemasking,38,1,S2,6,4,-0.613,-0.491,-0.624,-0.628,C69,7.654,9.732,20.223174,-0.626,5,8.693,-0.552,3,P I L L O W,PILLOW{SPACE},3175,69,D I S C,DISC{SPACE},2625,2,1,1,2787,3236
NetworksDemasking,38,1,S2,129,3,-0.551,-0.173,-0.784,-0.361,C70,10.22,10.316,16.561873,-0.5725,6,10.268,-0.362,15,F O C U S,FOCUS{SPACE},1159,70,D I S C U S S,DISCUSS{SPACE},2265,3,1,1,1385,1993
NetworksDemasking,38,1,S2,155,4,-0.223,-0.423,-0.762,-0.732,C71,8.183,8.135,16.275956,-0.747,5,8.159,-0.323,2,S T E M,STEM{SPACE},1409,71,D I S H E S,DISHES{SPACE},1805,3,1,1,1869,2394
NetworksDemasking,38,1,S2,205,4,-0.025,-0.028,-0.301,0.149,C72,9.399,8.082,18.581608,-0.076,8.5,8.7405,-0.0265,4,C O N V I N C E,CONVINCE{SPACE},2244,72,D I S R E G A R D,DISREGARD{SPACE},4043,4,1,1,1038,2409
NetworksDemasking,38,1,S2,8,4,-0.513,-0.525,-0.371,-0.43,C73,8.666,7.409,18.043041,-0.4005,6,8.0375,-0.519,6,H E S I T A T E,HESITATE{SPACE},2576,73,D O R M,DORM{SPACE},1370,3,1,1,3098,2153
NetworksDemasking,38,1,S2,20,4,-0.542,-0.697,-0.536,-0.47,C74,9.766,8.892,21.720946,-0.503,8,9.329,-0.6195,15,E L E M E N T S,ELEMENTS{SPACE},3380,74,E V E R Y D A Y,EVERYDAY{SPACE},2913,3,1,1,2948,2229
NetworksDemasking,38,1,S2,162,NA,-0.394,#,-0.407,#,C75,5.004,7.603,NA,-0.407,5.5,6.3035,-0.394,6,A D V E R B,ADVERB{SPACE},1987,75,E X A M S,EXAMS{SPACE},2301,NA,1,1,1710,1464
NetworksDemasking,38,1,S2,214,3,-0.458,-0.572,-0.406,-0.302,C76,7.56,11.282,14.534657,-0.354,6.5,9.421,-0.515,2,I D O L,IDOL{SPACE},1589,76,E X C E L L E N T,EXCELLENT{SPACE},1841,3,1,1,1852,1752
NetworksDemasking,38,1,S2,170,4,-0.854,-0.098,-0.77,-0.508,C77,12.667,9.868,16.782457,-0.639,5,11.2675,-0.476,6,L I S T,LIST{SPACE},958,77,E X C U S E,EXCUSE{SPACE},2060,3,1,1,3144,1793
NetworksDemasking,38,1,S2,89,5,-0.666,-0.491,-0.629,-0.332,C78,9.603,7.063,22.058865,-0.4805,7,8.333,-0.5785,6,B E L O N G,BELONG{SPACE},1401,78,E Y E B R O W S,EYEBROWS{SPACE},3016,3,1,1,2843,1908
