ExperimentName,Subject,Session,Procedure[Block],Trial,Directed,I_NMG_ZScorePrime,I_NMG_ZscoreTarget,I_ZScorePrime,I_ZScoreTarget,ItemNumber,LogHalPrime,LogHalTarget,LogP,MeanLDTZ,MeanLength,MeanLogF,MeanNMGZ,PathLength,Prime[Trial],PrimeResponse.RESP[Trial],PrimeResponse.RT[Trial],Stimuli2,Target[Trial],TargetResponse.RESP[Trial],TargetResponse.RT[Trial],Undirected,PrimeAccuracy,TargetAccuracy,RTRecognisePrime,TRecogniseTarget
NetworksDemasking,38,1,S2,75,6,-0.277,-0.048,-0.395,0.069,C160,9.511,6.304,29.770872,-0.163,8,7.9075,-0.1625,15,U S E L E S S,USELESS{SPACE},1813,160,P O R C U P I N E,PORCUPINE{SPACE},2850,4,1,1,3270,3481
NetworksDemasking,38,1,S2,130,4,0.395,-0.469,-0.237,-0.22,C161,6.934,8.064,16.062796,-0.2285,8.5,7.499,-0.037,15,C A T A S T R O P H E,CATASTROPHE{SPACE},7032,161,P O T A T O,POTATO{SPACE},2644,3,1,1,2204,1472
NetworksDemasking,38,1,S2,210,3,-0.341,-0.523,-0.502,-0.734,C162,9.503,9.234,14.355007,-0.618,6,9.3685,-0.432,1,T E M P L E,TEMPL{SPACE},1805,162,P R A Y E R,PRAYER{SPACE},1446,2,1,1,1264,1672
NetworksDemasking,38,1,S2,182,4,-0.42,-0.425,-0.388,-0.548,C163,9.161,10.451,20.115581,-0.468,8,9.806,-0.4225,6,C H O C O L A T E,CHOCOLATE{SPACE},1910,163,P R O D U C E,PRODUCE{SPACE},1858,3,1,1,1738,2117
NetworksDemasking,38,1,S2,28,2,-0.478,-0.122,-0.272,-0.317,C164,6.491,7.134,10.116344,-0.2945,6.5,6.8125,-0.3,1,P A S T R Y,PASTRY{SPACE},1769,164,P U D D I N G,PUDDING{SPACE},1649,2,1,1,2108,1390
NetworksDemasking,38,1,S2,116,4,-0.338,-0.36,-0.067,-0.17,C165,7.94,6.447,19.182537,-0.1185,8.5,7.1935,-0.349,4,V O C A B U L A R Y,VOCABULARY{SPACE},2855,165,Q U A R R E L,QUARREL{SPACE},2794,3,1,1,1588,1939
NetworksDemasking,38,1,S2,107,4,-0.02,-0.491,-0.266,-0.601,C166,5.187,8.467,15.721033,-0.4335,6.5,6.827,-0.2555,6,P E C A N,PECAN{SPACE},1179,166,R A I L R O A D,RAILROAD{SPACE},2301,4,1,1,1379,1713
NetworksDemasking,38,1,S2,195,2,0.003,-0.604,-0.101,-0.819,C167,6.461,12.576,9.066474,-0.46,5.5,9.5185,-0.3005,3,P R O N O U N,PRONOUN{SPACE},3666,167,R E A D,READ{SPACE},1340,2,1,1,2185,1708
NetworksDemasking,38,1,S2,71,1,-0.589,-0.549,-0.348,-0.464,C168,11.868,10.562,3.408085,-0.406,7,11.215,-0.569,1,R E M E M B E R,REMEMBER{SPACE},1694,168,R E C A L L,RECALL{SPACE},1467,1,1,1,1663,1661
NetworksDemasking,38,1,S2,21,5,-0.304,-0.345,-0.268,-0.447,C169,10.358,11.019,18.318029,-0.3575,7.5,10.6885,-0.3245,1,I M M E D I A T E,IMMEDIATE{SPACE},1539,169,R E C E N T,RECENT{SPACE},1106,2,1,1,2120,2148
NetworksDemasking,38,1,S2,62,5,-0.584,-0.318,-0.51,-0.42,C170,10.213,6.778,25.874805,-0.465,5.5,8.4955,-0.451,2,H O L Y,HOLY{SPACE},1392,170,R E J O I C E,REJOICE{SPACE},1843,2,1,1,1814,1565
NetworksDemasking,38,1,S2,128,4,-0.484,-0.641,-0.646,-0.609,C171,6.637,11.247,18.014394,-0.6275,5.5,8.942,-0.5625,15,P L O W,PLOW{SPACE},1309,171,R E L E A S E,RELEASE{SPACE},1660,3,1,1,2995,1609
NetworksDemasking,38,1,S2,227,2,-0.365,-0.607,-0.331,-0.273,C172,10.023,10.539,7.508692,-0.302,8.5,10.281,-0.486,2,M I N I S T E R,MINISTER{SPACE},1878,172,R E L I G I O U S,RELIGIOUS{SPACE},3276,2,1,1,1823,2729
NetworksDemasking,38,1,S2,39,4,-0.493,-0.614,-0.622,-0.544,C173,7.865,9.335,17.93614,-0.583,6,8.6,-0.5535,15,F O S S I L,FOSSIL{SPACE},1447,173,R E S C U E,RESCIE{SPACE},2702,3,1,1,1790,4362
NetworksDemasking,38,1,S2,73,Inf,-0.583,-0.417,-0.716,-0.462,C174,9.877,9.275,Inf,-0.589,7.5,9.576,-0.5,6,H O S P I T A L,HOSPITAL{SPACE},3159,174,R E S T O R E,RESTORE{SPACE},1441,3,1,1,1058,2915
NetworksDemasking,38,1,S2,176,4,-0.438,-0.536,-0.756,-0.628,C175,8.95,9.225,12.993122,-0.692,5.5,9.0875,-0.487,2,F R O Z E N,FROZEN{SPACE},1982,175,R O U G H,ROUGH{SPACE},1962,2,1,1,1063,1812
NetworksDemasking,38,1,S2,47,5,-0.4,-0.225,-0.191,-0.385,C176,11.177,8.404,22.337888,-0.288,7,9.7905,-0.3125,6,D E P A R T M E N T,DEPARTMENT{SPACE},2888,176,R U B Y,RUBY{SPACE},1427,3,1,1,2091,2131
NetworksDemasking,38,1,S2,137,5,-0.297,-0.448,-0.605,-0.42,C177,9.484,7.705,17.391704,-0.5125,4.5,8.5945,-0.3725,15,S L A V E,SLAVE{SPACE},1098,177,S A C K,HACK{SPACE},1962,4,1,0,1825,1801
NetworksDemasking,38,1,S2,196,5,-0.374,-0.409,-0.779,-0.715,C178,12.763,8.658,20.107814,-0.747,5,10.7105,-0.3915,15,Y E A R S,YEARS{SPACE},1610,178,S A U C E,SAUCE{SPACE},2119,4,1,1,1635,1209
NetworksDemasking,38,1,S2,190,3,-0.394,-0.508,-0.008,-0.691,C179,6.17,11.045,16.254567,-0.3495,5,8.6075,-0.451,15,H E C T I C,HECTIC{SPACE},2455,179,S A V E,SAVE{SPACE},1405,2,1,1,1877,2212
NetworksDemasking,38,1,S2,68,4,0.097,-0.453,-0.366,-0.602,C180,7.629,12.792,18.472073,-0.484,4,10.2105,-0.178,3,R O U G E,ROUGE{SPACE},1327,180,S A Y,SAY{SPACE},855,4,1,1,2248,1772
NetworksDemasking,38,1,S2,174,6,-0.601,0.307,-0.501,-0.053,C181,10.513,7.748,27.445723,-0.277,8,9.1305,-0.147,4,E N G L A N D,ENGLAND{SPACE},2173,181,S C A R E C R O W,SCARECROW{SPACE},3453,3,1,1,1662,2177
NetworksDemasking,38,1,S2,106,4,-0.475,-0.329,-0.585,-0.268,C182,12.422,8.042,19.14645,-0.4265,5.5,10.232,-0.402,6,S U P P O R T,SUPPORT{SPACE},1417,182,S C U M,SCUM{SPACE},931,3,1,1,1894,1972
NetworksDemasking,38,1,S2,56,4,-0.494,-0.428,-0.358,-0.592,C183,4.934,7.519,15.726756,-0.475,5.5,6.2265,-0.461,2,M I T T E N,MITTEN{SPACE},1719,183,S H A V E,SHAVE{SPACE},1605,3,1,1,3441,2085
NetworksDemasking,38,1,S2,66,4,-0.387,-0.429,-0.642,-0.726,C184,10.712,10.523,15.664984,-0.684,5.5,10.6175,-0.408,2,I S L A N D,ISLAND{SPACE},1982,184,S H E L L,SHELL{SPACE},1188,2,1,1,1268,1649
NetworksDemasking,38,1,S2,246,4,-0.711,-0.515,-0.533,-0.705,C185,9.082,9.309,18.898614,-0.619,5,9.1955,-0.613,3,A W F U L,AWFUL{SPACE},1354,185,S H O C K,SHOCK{SPACE},4509,3,1,1,1043,1867
NetworksDemasking,38,1,S2,102,5,-0.432,-0.006,-0.807,-0.299,C186,9.23,4.454,21.906588,-0.553,7,6.842,-0.219,6,T R U C K,TRUCK{SPACE},1577,186,S H O R T C A K E,SHORTCAKE{SPACE},2442,3,1,1,2154,1723
NetworksDemasking,38,1,S2,17,3,-0.573,-0.251,-0.761,-0.697,C187,9.28,9.085,12.323102,-0.729,4.5,9.1825,-0.412,15,B O O T S,BOOTS{SPACE},1137,187,S K I P,SKIP{SPACE},1369,3,1,1,1559,1217
NetworksDemasking,38,1,S2,111,4,-0.721,0.032,-0.861,-0.001,C188,11.822,5.236,17.379594,-0.431,7,8.529,-0.3445,6,D A T E,DATE{SPACE},879,188,S K Y S C R A P E R,SKYSCRAPER{SPACE},2777,3,1,1,2066,1938
NetworksDemasking,38,1,S2,52,3,-0.57,-0.007,-0.663,-0.575,C189,9.021,8.355,12.116409,-0.619,5,8.688,-0.2885,3,W O R N,WORN{SPACE},1279,189,S L E E V E,SLEEVE{SPACE},1813,2,1,1,2284,1855
NetworksDemasking,38,1,S2,242,2,-0.186,-0.196,-0.231,-0.576,C190,5.537,9.179,7.977369,-0.4035,6,7.358,-0.191,4,A S H T R A Y,ASHTRAY{SPACE},2294,190,S M E L L,SMELL{SPACE},1455,2,1,1,1971,1882
NetworksDemasking,38,1,S2,156,2,-0.507,-0.375,-0.443,-0.702,C191,10.534,9.914,4.854149,-0.5725,5,10.224,-0.441,2,S E A S O N,SEASON{SPACE},1519,191,S N O W,SNOW{SPACE},896,2,1,1,2098,1752
NetworksDemasking,38,1,S2,120,4,-0.538,-0.482,-0.501,-0.551,C192,8.712,11.411,15.161954,-0.526,5.5,10.0615,-0.51,2,D I S T A N T,DISTANT{SPACE},1326,192,S O O N,SOON{SPACE},1023,2,1,1,1630,1280
NetworksDemasking,38,1,S2,9,3,-0.448,-0.312,-0.543,-0.504,C193,8.327,7.758,14.246059,-0.5235,5.5,8.0425,-0.38,6,C L E A N E R,CLEANER{SPACE},1562,193,S O U R,SOUR{SPACE},1246,3,1,1,2156,1267
NetworksDemasking,38,1,S2,3,Inf,-0.405,-0.344,-0.565,-0.542,C194,9.731,9.269,Inf,-0.5535,7,9.5,-0.3745,15,N E W S P A P E R,NEWSPAPER{SPACE},2528,194,S P A R E,SPARE{SPACE},1896,2,1,1,1917,3221
NetworksDemasking,38,1,S2,192,6,-0.363,-0.097,-0.089,-0.151,C195,10.136,6.303,27.689032,-0.12,6.5,8.2195,-0.23,15,G O B L I N,GOBLIN{SPACE},4690,195,S P A T U L A,SPATULA{SPACE},2840,3,1,1,2399,2173
NetworksDemasking,38,1,S2,14,4,-0.449,0.048,-0.349,-0.563,C196,7.834,9.592,19.478889,-0.456,5,8.713,-0.2005,1,T H I G H,THIGH{SPACE},2287,196,S T A C K,STACK{SPACE},1103,2,1,1,2163,2097
NetworksDemasking,38,1,S2,49,5,-0.513,-0.127,-0.498,-0.138,C197,10.372,6.08,25.425134,-0.318,9,8.226,-0.32,3,W O N D E R F U L,WONDERFUL{SPACE},2154,197,S T A R B O A R D,STARBOARD{SPACE},2866,3,1,1,2924,2799
NetworksDemasking,38,1,S2,25,5,-0.289,-0.256,-0.719,-0.26,C198,10.838,8.962,19.422381,-0.4895,5.5,9.9,-0.2725,4,S T U D Y,STUDY{SPACE},1283,198,S T A T U E,STATUE{SPACE},1539,3,1,1,1765,1954
NetworksDemasking,38,1,S2,164,2,0.057,-0.355,-0.206,-0.624,C199,7.77,10.8,11.299208,-0.415,7,9.285,-0.149,2,A C C E L E R A T E,ACCELERATE{SPACE},3800,199,S T A Y,STAY{SPACE},1150,2,1,1,2622,1600
NetworksDemasking,38,1,S2,50,2,-0.234,-0.17,-0.378,-0.397,C200,8.503,8.028,12.066762,-0.3875,5.5,8.2655,-0.202,3,S K I R T,SKIRT{SPACE},1380,200,S T I T C H,STITCH{SPACE},4155,2,1,1,1792,1891
NetworksDemasking,38,1,S2,133,4,-0.283,-0.223,-0.505,-0.522,C201,7.025,7.609,16.277905,-0.5135,6.5,7.317,-0.253,6,C A B B A G E,CABBAGE{SPACE},2406,201,S T O N E D,STONED{SPACE},1817,3,1,1,2152,1971
NetworksDemasking,38,1,S2,48,4,-0.028,-0.151,-0.541,-0.455,C202,8.386,8.117,21.202531,-0.498,5,8.2515,-0.0895,2,S P O O L,SPOOL{SPACE},2274,202,S T R A P,STRAP{SPACE},2017,2,1,1,1771,2116
NetworksDemasking,38,1,S2,147,3,-0.677,-0.067,-0.436,-0.731,C203,8.152,9.41,14.633109,-0.5835,7,8.781,-0.372,6,H O M E W O R K,HOMEWORK{SPACE},2336,203,S T R E S S,STRESS{SPACE},1665,2,1,1,1787,1795
NetworksDemasking,38,1,S2,110,7,-0.333,-0.257,-0.21,-0.21,C204,6.14,8.874,36.430576,-0.21,6,7.507,-0.295,3,H A M P E R,HAMPER{SPACE},1287,204,S U B T L E,SUBTLE{SPACE},1667,3,1,1,1823,2438
NetworksDemasking,38,1,S2,145,4,-0.505,-0.363,-0.797,-0.62,C205,11.967,9.968,18.409476,-0.7085,5.5,10.9675,-0.434,2,T Y P E,TYPE{SPACE},886,205,S U M M A R Y,SUMMARY{SPACE},1831,2,1,1,1408,1274
NetworksDemasking,38,1,S2,84,4,-0.429,-0.393,-0.389,-0.412,C206,11.276,7.065,15.476915,-0.4005,6.5,9.1705,-0.411,15,Q U A L I T Y,QUALITY{SPACE},1579,206,S U P P E R,SUPPER{SPACE},1573,2,1,1,1681,2253
NetworksDemasking,38,1,S2,245,1,-0.456,-0.419,-0.489,-0.574,C207,10.191,8.687,5.366322,-0.5315,4.5,9.439,-0.4375,1,B E A C H,BEACH{SPACE},1781,207,S U R F,SURF{SPACE},2810,1,1,1,1839,1825
NetworksDemasking,38,1,S2,222,Inf,-0.413,0.385,-0.53,0.316,C208,7.33,6.547,Inf,-0.107,6,6.9385,-0.014,3,T U M O R,TUMOR{SPACE},1497,208,S Y R I N G E,SYRINGE{SPACE},3457,2,1,1,1880,1987
NetworksDemasking,38,1,S2,212,Inf,NA,-0.444,NA,-0.391,C209,NA,9.128,Inf,-0.391,3,9.128,-0.444,1,P E P S I,PEPSI{SPACE},2133,209,T A B,TAB{SPACE},1352,2,1,1,2657,2207
NetworksDemasking,38,1,S2,175,2,-0.305,-0.62,-0.537,-0.605,C210,10.139,8.733,10.740624,-0.571,5.5,9.436,-0.4625,1,E X P R E S S,EXPRESS{SPACE},2105,210,T A L E,TALE{SPACE},913,2,1,1,1692,1129
NetworksDemasking,38,1,S2,104,3,-0.174,-0.104,-0.743,-0.124,C211,8.383,6.054,9.391253,-0.4335,7.5,7.2185,-0.139,2,C H E R R Y,CHERRY{SPACE},2130,211,T A N G E R I N E,TANGERINE{SPACE},1619,2,1,1,1636,1907
NetworksDemasking,38,1,S2,148,3,-0.606,-0.231,-0.486,-0.607,C212,6.806,11.595,13.091972,-0.5465,4,9.2005,-0.4185,15,O A T S,OATS{SPACE},1247,212,T E A M,THEM{SPACE},3632,3,1,0,1049,1372
NetworksDemasking,38,1,S2,36,4,-0.462,-0.293,-0.253,-0.444,C213,7.293,9.565,17.03564,-0.3485,7.5,8.429,-0.3775,6,P I N T,PINT{SPACE},1529,213,T E M P E R A T U R E,TEMPERATURE{SPACE},14827,3,1,1,1591,3179
NetworksDemasking,38,1,S2,220,3,0.038,-0.579,-0.442,-0.816,C214,8.137,14.088,16.544181,-0.629,5.5,11.1125,-0.2705,6,C I R C U S,CIRCUS{SPACE},2824,214,T H E R E,THERE{SPACE},986,3,1,1,1263,1061
NetworksDemasking,38,1,S2,240,2,0.259,-0.454,0.21,-0.553,C215,6.068,12.403,9.369918,-0.1715,7.5,9.2355,-0.0975,2,D I S S I M I L A R,DISSIMILAR{SPACE},4604,215,T H I N G,THING{SPACE},1177,2,1,1,4307,1709
NetworksDemasking,38,1,S2,19,4,-0.482,-0.576,-0.642,-0.477,C216,10.177,9.604,20.184545,-0.5595,5,9.8905,-0.529,6,J E W I S H,JEWISH{SPACE},3385,216,T O N E,TONE{SPACE},1425,4,1,1,2098,1254
NetworksDemasking,38,1,S2,4,5,-0.632,-0.256,-0.498,-0.704,C217,9.957,8.439,25.937433,-0.601,7,9.198,-0.444,6,F A N T A S Y,FANTASY{SPACE},2874,217,T O U R I S T,TOURIST{SPACE},1860,3,1,1,2780,2819
NetworksDemasking,38,1,S2,123,5,-0.284,-0.257,-0.274,0.436,C218,6.17,6.781,19.629186,0.081,7.5,6.4755,-0.2705,6,D A S H B O A R D,DASHBOARD{SPACE},2449,218,T R E B L E,TRBEL{SPACE},1096,3,1,1,1466,1790
NetworksDemasking,38,1,S2,100,4,-0.52,-0.615,-0.586,-0.671,C219,10.064,9.888,19.383893,-0.6285,4.5,9.976,-0.5675,15,T O U R,TOUR{SPACE},763,219,T R I A L,TRIAL{SPACE},899,3,1,1,1424,1634
NetworksDemasking,38,1,S2,13,4,-0.664,0.106,-0.857,-0.13,C220,9.637,5.056,17.538396,-0.4935,6,7.3465,-0.279,1,T O Y S,TOYS{SPACE},1256,220,T R I C Y C L E,TRICYCLE{SPACE},2374,2,1,1,2689,1606
NetworksDemasking,38,1,S2,181,2,0.154,-0.585,-0.035,-0.548,C221,7.854,10.874,6.980829,-0.2915,5,9.364,-0.2155,3,L I B E L,LIBEL{SPACE},1361,221,T R U T H,TRUTH{SPACE},1108,2,1,1,2728,1770
NetworksDemasking,38,1,S2,77,6,-0.503,-0.387,-0.676,-0.352,C222,10.446,8.824,22.650615,-0.514,5.5,9.635,-0.445,1,C O U N T,COUNT{SPACE},1260,222,T W E L V E,TWELVE{SPACE},6457,2,1,1,1609,1607
NetworksDemasking,38,1,S2,54,5,-0.133,-0.672,-0.477,-0.2,C223,7.928,7.816,19.381559,-0.3385,7.5,7.872,-0.4025,4,C A N A L,CANAL{SPACE},1609,223,U N D E R W A T E R,UNDERWATER{SPACE},2273,3,1,1,1586,1783
NetworksDemasking,38,1,S2,140,2,-0.719,-0.197,-0.489,0.268,C224,12.195,3.97,6.912708,-0.1105,7,8.0825,-0.458,2,R E A L,REAL{SPACE},1064,224,U N T R U T H F U L,UNTRUTHFUL{SPACE},3010,2,1,1,1350,2372
NetworksDemasking,38,1,S2,15,3,-0.612,-0.301,-0.544,-0.36,C225,8.128,9.158,11.405463,-0.452,5.5,8.643,-0.4565,6,C A B,CAB{SPACE},890,225,V A C A T I O N,VACATION{SPACE},2190,2,1,1,1579,1915
NetworksDemasking,38,1,S2,149,4,-0.061,-0.563,-0.556,-0.437,C226,11.938,7.241,16.893439,-0.4965,6.5,9.5895,-0.312,3,C O N T R O L,CONTROL{SPACE},1046,226,V A N I S H,VANISH{SPACE},2591,3,1,1,1579,1715
NetworksDemasking,38,1,S2,90,2,-0.589,-0.359,-0.78,-0.516,C227,11.223,7.712,8.295519,-0.648,5.5,9.4675,-0.474,1,C O L O R,COLOR{SPACE},1726,227,V E L V E T,VELVET{SPACE},1603,2,1,1,1568,2681
NetworksDemasking,38,1,S2,46,6,-0.5,-0.528,-0.734,-0.349,C228,9.779,9.096,28.064926,-0.5415,5.5,9.4375,-0.514,4,R O Y A L,ROYAL{SPACE},1524,228,V I C T O R,VICTOR{SPACE},1796,3,1,1,1321,1754
NetworksDemasking,38,1,S2,74,4,-0.665,-0.198,-0.725,-0.378,C229,7.421,9.491,17.556333,-0.5515,6,8.456,-0.4315,1,M O T E L,MOTEL{SPACE},1029,229,V I L L A G E,VILLAGE{SPACE},1231,2,1,1,1338,2479
NetworksDemasking,38,1,S2,186,4,-0.042,-0.353,-0.269,-0.444,C230,8.529,6.772,17.978981,-0.3565,5.5,7.6505,-0.1975,1,C E R E M O N Y,CEREMONY{SPACE},2340,230,V O W,VOW{SPACE},1187,2,1,1,1921,2099
NetworksDemasking,38,1,S2,161,4,-0.693,-0.58,-0.386,-0.01,C231,5.852,5.858,20.184094,-0.198,4,5.855,-0.6365,6,B R I S K,BRISK{SPACE},2302,231,W A G,WAG{SPACE},1289,3,1,1,2396,1861
NetworksDemasking,38,1,S2,158,3,-0.407,-0.592,-0.372,-0.577,C232,8.565,6.919,12.283595,-0.4745,6,7.742,-0.4995,3,P L A T E S,PLATES{SPACE},1861,232,W A S H E R,WASHER{SPACE},1860,3,1,1,1819,1471
NetworksDemasking,38,1,S2,18,4,-0.327,-0.364,-0.658,-0.645,C233,9.032,9.968,15.194308,-0.6515,5.5,9.5,-0.3455,15,S N A P,SNAP{SPACE},1930,233,W E A T H E R,WEATHER{SPACE},2297,3,1,1,1883,1764
NetworksDemasking,38,1,S2,203,5,-0.004,-0.687,-0.058,-0.482,C234,5.71,6.717,15.355631,-0.27,5.5,6.2135,-0.3455,4,M A S C A R A,MASCARA{SPACE},1565,234,W E E P,WEEP{SPACE},1099,3,1,1,1917,1461
NetworksDemasking,38,1,S2,79,5,-0.609,-0.711,-0.751,-0.649,C235,9.325,10.916,21.390887,-0.7,6.5,10.1205,-0.66,6,G A R D E N,GARDEN{SPACE},1630,235,W E L C O M E,WELCOME{SPACE},1183,3,1,1,1812,1617
NetworksDemasking,38,1,S2,76,2,-0.636,-0.513,-0.327,-0.544,C236,8,7.728,11.410716,-0.4355,4.5,7.864,-0.5745,1,R E E F,REEF{SPACE},1316,236,W H A L E,WHALE{SPACE},1676,2,1,1,1754,1465
NetworksDemasking,38,1,S2,221,4,-0.81,-0.682,-0.818,-0.567,C237,11.973,12.446,17.677408,-0.6925,5.5,12.2095,-0.746,2,L E S S,LESS{SPACE},1122,237,W I T H O U T,WITHOUT{SPACE},1926,2,1,1,1669,1452
NetworksDemasking,38,1,S2,37,3,-0.72,-0.576,-0.609,-0.711,C238,8.587,8.722,16.237221,-0.66,5.5,8.6545,-0.648,3,D E A D L Y,DEADLY{SPACE},1910,238,W O U N D,WOUND{SPACE},1451,2,1,1,2388,1245
NetworksDemasking,38,1,S2,22,3,-0.498,-0.714,-0.656,-0.579,C239,10.635,8.912,13.575776,-0.6175,5,9.7735,-0.606,4,E U R O P E,EUROPE{SPACE},2129,239,Y A R D,YARD{SPACE},1689,3,1,1,1782,3667
NetworksDemasking,38,1,S2,151,2,-0.623,-0.756,-0.449,-0.656,C240,7.611,9.869,6.887525,-0.5525,4.5,8.74,-0.6895,4,I V Y,IVY{SPACE},1121,240,Y E L L O W,YELLOW{SPACE},1476,2,1,1,2367,1754
